Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
745,57.04993020724828,-135.3186213075087,68544,BPR Equipment Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/68544.jpg,"$269,096","1,200 Sq Ft",OPERATING,Equip/Vehicle,1916,NPS,BPR Equipment Shed,
746,57.055697341579844,-135.32599697374133,237265,500 Geodetic Way Quarters and Resource Office,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/SITK/237265.jpg,"$970,007","4,065 Sq Ft",OPERATING,Housing-Multi-Unit,2005,NPS,500 Geodetic Way A,
747,59.535371393229184,-150.46725261284723,227100,CA: Kinney Woodshed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/227100.jpg,"$40,184",300 Sq Ft,OPERATING,Shed/Outbuild,1979,NPS,Kinney Woodshed,
748,59.535443373480916,-150.4670034190538,227099,CA: Kinney Workshop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/227099.jpg,"$57,415",288 Sq Ft,INACTIVE,Shed/Outbuild,1979,NPS,Kinney Workshop,
749,59.53554422417534,-150.4670529296875,227098,CA: Kinney Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/227098.jpg,"$269,968",924 Sq Ft,INACTIVE,Lodging,1979,NPS,Kinney Cabin,
750,60.1621512174479,-149.4372192686632,114304,MF: Conex (40 ft long),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/114304.jpg,"$58,499",320 Sq Ft,OPERATING,Storage,1989,NPS,Large Conex (40 ft long),
751,60.16191876627602,-149.43826591796875,228905,MF: Pole Barn,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/228905.jpg,"$417,802","1,875 Sq Ft",OPERATING,Shed/Outbuild,1978,NPS,Pole Barn,
752,60.188453295355885,-149.62664277560765,230912,"EG: Tool Shed, Exit Glacier Housing Area",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/230912.jpg,"$53,478",240 Sq Ft,OPERATING,Shed/Outbuild,2009,NPS,"Tool Shed, Exit Glacier Housing Area",
753,60.18802291124132,-149.6312917827691,225984,EG: Education Pavilion,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/225984.jpg,"$184,947",840 Sq Ft,OPERATING,Environ. Ed. Ctr,2010,NPS,Education Pavilion,
754,60.1026795269097,-149.43999375976563,231924,"REMOVED Leased Resource Management Office, (Petro Plaza)",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KEFJ/231924.jpg,"$1,920,357","4,245 Sq Ft",REMOVED,Administrative,unknown,NPS,"Leased Resource Management Office, (Petro Plaza)",
755,58.10444916124129,-154.52953537543402,82788,KB Amalik Bay Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82788.jpg,"$173,421",240 Sq Ft,OPERATING,Housing-Single Family,1999,NPS,KB Amalik Bay Cabin,
756,58.104596180555575,-154.53000637044272,233904,Amalik Bay Cabin Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/233904.jpg,"$5,052",16 Sq Ft,OPERATING,Comfort Station,1996,NPS,Amalik Bay Cabin Outhouse,
757,58.66935515190971,-155.4310081282552,94860,KB Fure's Bay of Islands (Historic) Woodshed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/94860.jpg,"$43,004",105 Sq Ft,OPERATING,Barn/Stable,1926,NPS,KB Fure's Bay of Islands (Historic) Woodshed,
758,58.66945622287324,-155.4312342892795,83337,KB Fure Bay of Islands (Historic) Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/83337.jpg,"$289,036",400 Sq Ft,OPERATING,Housing-Single Family,1926,NPS,KB Fure Bay of Islands (Historic) Cabin,
759,58.66968573025173,-155.4315681998698,95069,KB Fures Outhouse for Fures Cabin BOI site 1988,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95069.jpg,"$10,114",24 Sq Ft,OPERATING,Comfort Station,1988,NPS,KB Fures Outhouse for Fures Cabin BOI site 1988,
760,58.66974240017362,-155.43109045030383,55658,KB Fure Outhouse In the Bay of Islands (Historic),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/55658.jpg,"$8,429",20 Sq Ft,OPERATING,Comfort Station,1926,NPS,KB Fure Outhouse In the Bay of Islands (Historic),
761,58.67292385742189,-156.4586168825955,76059,LC-RR Vault Toilet-Lake Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/76059.jpg,"$40,459",96 Sq Ft,OPERATING,Comfort Station,2000,NPS,LC-RR Vault Toilet-Lake Camp,
762,58.50981326171876,-155.69841010742186,114535,VR-Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/114535.jpg,"$16,168",64 Sq Ft,OPERATING,Storage,1972,NPS,VR-Storage Building,
763,58.54186700737847,-155.78044432942707,114570,GSC-5  Golden Squirrel Camp Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/114570.jpg,"$20,210",80 Sq Ft,OPERATING,Storage,1990,NPS,GSC-5  Golden Squirrel Camp Storage Shed,
764,58.54191327473956,-155.78050200846354,95836,GSQ-3 Quarters 3 in  Golden Squirrel Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95836.jpg,"$104,043",314 Sq Ft,OPERATING,Housing-Single Family,1995,NPS,GSQ-3 Quarters 3 in  Golden Squirrel Camp,
765,58.54193037977433,-155.78067674045138,227328,GSC-Bath house (Built 2008),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/227328.jpg,"$117,017",320 Sq Ft,OPERATING,Comfort Station,2008,NPS,GSC-Bath house (Built 2008),
766,58.54180489474828,-155.78069534071182,95837,GSQ-4 Quarters Unit 4 in Golden Squirrel Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95837.jpg,"$104,043",314 Sq Ft,OPERATING,Housing-Single Family,1995,NPS,GSQ-4 Quarters Unit 4 in Golden Squirrel Camp,
767,58.54200369140625,-155.78055683702257,95835,GSQ-2  Quarters Unit 2 Gloden Squirrel Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95835.jpg,"$104,043",314 Sq Ft,OPERATING,Housing-Single Family,1995,NPS,GSQ-2  Quarters Unit 2 Gloden Squirrel Camp,
768,58.542046702473954,-155.78059325737848,95833,GSQ-1 Quarters Unit 1 Golden Squirrel Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95833.jpg,"$104,043",314 Sq Ft,OPERATING,Housing-Single Family,1995,NPS,GSQ-1 Quarters Unit 1 Golden Squirrel Camp,
769,58.54216885633679,-155.78089881618925,95838,GSC-6 Outhouse for Golden Squirrel Camp,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95838.jpg,"$9,094",36 Sq Ft,OPERATING,Comfort Station,1996,NPS,GSC-6 Outhouse for Golden Squirrel Camp,
770,58.54219527777775,-155.7807234798177,99566,GSC - Gear Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/99566.jpg,"$9,094",36 Sq Ft,OPERATING,Shed/Outbuild,2000,NPS,GSC - Gear Cache,
771,58.54571230034725,-155.78729683159722,88200,VRAA-SHOP W-1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/88200.jpg,"$1,242,884","6,400 Sq Ft",OPERATING,Serv/Shop/Maint,2012,NPS,VRAA-SHOP W-1,
772,58.55077770507813,-155.78029493923611,90863,KATMAILAND Mechanics Shed (BUS parking Lot),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/90863.jpg,"$30,315",120 Sq Ft,OPERATING,Shed/Outbuild,1972,NPS,KATMAILAND Mechanics Shed (BUS parking Lot),
773,58.5568935373264,-155.7796118185764,91424,BR-PS Paint Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/91424.jpg,"$9,094",35 Sq Ft,OPERATING,Storage,2000,NPS,BR-PS Paint Storage,
774,58.559763789062515,-155.7779538606771,83362,BR-RR Brooks Campground  Restrooms,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/83362.jpg,"$45,517",108 Sq Ft,OPERATING,Comfort Station,2007,NPS,BR-RR Brooks Campground  Restrooms,
775,58.67946639105901,-156.67096984483507,82950,KS B40 Ranger Storage and Mobilization Building at Dock,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82950.jpg,"$116,976",320 Sq Ft,OPERATING,Transport Bldg,1993,NPS,KS B40 Ranger Storage and Mobilization Building at Dock,
776,58.67933156032984,-156.67056744140626,82948,KS B38 Dock Ranger Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82948.jpg,"$20,210",80 Sq Ft,OPERATING,Storage,1956,NPS,KS B38 Dock Ranger Cache,
777,58.67950076063369,-156.67060408854167,82910,KS B27 Spill Response Container,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82910.jpg,"$40,421",160 Sq Ft,OPERATING,Storage,1982,NPS,KS B27 Spill Response Container,
778,58.68078520724828,-156.66744111762154,38430,KS  B30 Wash House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/38430.jpg,"$245,754",400 Sq Ft,OPERATING,Laundry,1993,NPS,KS  B30 Wash House,
779,58.68075005208334,-156.66778741753473,38431,KS   B28 Carpenter Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/38431.jpg,"$284,087",800 Sq Ft,OPERATING,Serv/Shop/Maint,1959,NPS,KS   B28 Carpenter Shop,
780,58.68096565646704,-156.66803999023438,54268,KS  B21 Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/54268.jpg,"$72,758",288 Sq Ft,OPERATING,Storage,1966,NPS,KS  B21 Storage Building,
781,58.68023230360245,-156.6699151920573,55664,KS B26 Flammable Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/55664.jpg,"$28,294",112 Sq Ft,OPERATING,Shed/Outbuild,1993,NPS,KS B26 Flammable Storage Building,
782,58.680907903645846,-156.6678993294271,82952,"KS Q22 Tent Frame,  0000Q22,  Seasonal Use Unit",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82952.jpg,"$73,570",224 Sq Ft,OPERATING,Housing-Single Family,1982,NPS,"KS Q22 Tent Frame,  0000Q22,  Seasonal Use Unit",
783,58.68074505750866,-156.6673560112847,83354,KS   B35 Outboard Engine Storage Van,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/83354.jpg,"$80,842",320 Sq Ft,OPERATING,Storage,1985,NPS,KS   B35 Outboard Engine Storage Van,
784,58.67937329101562,-156.67062425889756,99521,KS-Dock Flammable Storage Lockers Side by Side,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/99521.jpg,"$9,094",36 Sq Ft,OPERATING,Shed/Outbuild,2003,NPS,KS-Dock Flammable Storage Lockers Side by Side,
785,58.67936413736982,-156.67058598849826,99521,KS-Dock Flammable Storage Lockers Side by Side,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/99521.jpg,"$9,094",36 Sq Ft,OPERATING,Shed/Outbuild,2003,NPS,KS-Dock Flammable Storage Lockers Side by Side,
786,60.19662159613716,-154.31841876193576,91051,Paint Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/91051.jpg,"$80,115",336 Sq Ft,OPERATING,Storage,1991,NPS,Paint Storage Building,
787,60.19680209418402,-154.3185237706163,238401,PA-IC Incinerator Connex Van,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/238401.jpg,"$38,150",160 Sq Ft,OPERATING,General Bldg,2011,NPS,Incinerator Connex Van,PA-IC
788,60.19722618706595,-154.3189500141059,232402,PA-OIL Oil Storage Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/232402.jpg,"$10,451",35 Sq Ft,OPERATING,Shed/Outbuild,2001,NPS,Oil Storage Shed,PA-OIL
789,60.19740866319444,-154.31883879882812,115807,PA-SB Maintenance Yard Storage Barn,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/115807.jpg,"$610,406","2,560 Sq Ft",OPERATING,Storage,2008,NPS,Maintenance Yard Storage Barn,PA-SB
790,60.19738770507814,-154.3233938172743,232087,PA-SES Steam Engine Shelter,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/LACL/232087.jpg,"$43,818",224 Sq Ft,OPERATING,Visitor/Interp,2010,NPS,Steam Engine Shelter,PA-SES
791,63.72318047960067,-148.95775133246528,225841,C Camp Cabin S590,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225841.jpg,"$132,984",490 Sq Ft,OPERATING,Housing-Single Family,2009,NPS,Cabin S590,S590
792,63.7230769824219,-148.95765561848958,225842,C Camp Cabin S591,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/225842.jpg,"$132,984",490 Sq Ft,OPERATING,Housing-Single Family,2010,NPS,Cabin S591,S591
793,63.71899656141494,-149.26032345703126,113045,Savage Cabin Rest Stop SST B621-1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/113045.jpg,"$56,517",155 Sq Ft,OPERATING,Comfort Station,2009,NPS,SST#1,
794,63.72341833984376,-148.9580158018663,115313,C Camp Cabin S588,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/115313.jpg,"$132,984",490 Sq Ft,OPERATING,Housing-Single Family,2009,NPS,Cabin S588,S588
795,63.723292623697944,-148.95789551432293,115315,C Camp Cabin S589,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/115315.jpg,"$132,984",490 Sq Ft,OPERATING,Housing-Single Family,2009,NPS,Cabin S589,S589
796,63.72336373589411,-148.95895766601564,228835,C Camp Cabin S600,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/228835.jpg,"$132,984",450 Sq Ft,OPERATING,Housing-Single Family,1980,NPS,Q-600 C Camp Cabin S600 FY10,B600
797,63.731072883029526,-148.888693828125,242621,Front Country Wastewater System Control Bldg B634,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/242621.jpg,"$119,819",413 Sq Ft,OPERATING,Pump/Well House,unknown,NPS,Frontcountry Wastewater System Control Building,
798,63.734042407769095,-148.92272132269966,88656,Concessions Cabin Unit 1 S506 LSI,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/88656.jpg,"$130,711",396 Sq Ft,OPERATING,Housing-Single Family,1982,CONCESSION,Cabin 1,
799,63.71971872287327,-148.96197556532118,19120,HQ Housing Area Mower Storage B222 EXCESS,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19120.jpg,"$17,704",81 Sq Ft,EXCESS,Shed/Outbuild,1960,NPS,B222 HQ Housing Mower Storage,
800,63.67149238281252,-149.58039634548612,242619,Teklanika Campground New Pumphouse B636,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/242619.jpg,"$56,304",207 Sq Ft,OPERATING,Pump/Well House,unknown,NPS,Teklanika Campground Pumphouse,
801,63.52677533094618,-150.04987292209202,46497,"Toklat Federal Highways Office and Quarters, B89A",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/46497.jpg,"$141,745",460 Sq Ft,OPERATING,Housing-Single Family,1986,NPS,FHWY Quarters South,
802,63.527106212022545,-150.05000616319444,46498,"Toklat Federal Highways Quarters, B89B",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/46498.jpg,"$105,076",341 Sq Ft,OPERATING,Administrative,1986,NPS,FHWY Quarters North,
803,63.45326097656249,-150.87362936957464,242620,Wonder Lake Campground Hybrid Pumphouse B637,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/242620.jpg,"$44,977",141 Sq Ft,OPERATING,Pump/Well House,unknown,NPS,Wonder Lake Campground Pumphouse,
804,63.54209506293404,-150.99696839952256,242623,Kantishna Wildland Fire Storage Shed B635,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/242623.jpg,"$68,261",299 Sq Ft,OPERATING,Pump/Well House,unknown,NPS,Wildland Fire Storage Shed,
805,63.72328689127602,-148.9600449934896,00001558,Q-149 C Camp Cabin S149 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001558.jpg,"$117,396",386 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-149 C Camp Cabin S149 REMOVED,
806,63.72319717556422,-148.95994701931423,00001559,Q-150 C Camp Cabin S150 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001559.jpg,"$117,396",386 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-150 C Camp Cabin S150 REMOVED,
807,63.723120406901046,-148.95984484809028,00001560,Q-151 C Camp Cabin S151 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001560.jpg,"$211,096",398 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-151 C Camp Cabin S151 REMOVED,
808,63.72336591579864,-148.95894972439237,00001550,Q-152 C Camp Cabin S152 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001550.jpg,"$103,403",391 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-152 C Camp Cabin S152 REMOVED,
809,63.72342140733508,-148.95804013346356,00001543,Q-157 C Camp Cabin S157 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001543.jpg,"$201,659",391 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-157 C Camp Cabin S157 REMOVED,Cabin S181
810,63.72330927517362,-148.95793396484376,00001546,Q-158 C Camp Cabin S158 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001546.jpg,"$201,659",391 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-158 C Camp Cabin S158 REMOVED,Cabin S180
811,63.72319773871527,-148.95783053168404,00001547,Q-159 C Camp Cabin S159 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001547.jpg,"$211,096",391 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-159 C Camp Cabin S159 REMOVED,Cabin S179
812,63.7230928125,-148.95773860243057,00001548,Q-160 C Camp Cabin S160 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/00001548.jpg,"$211,096",391 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-160 C Camp Cabin S160 REMOVED,
813,63.723420871310736,-148.95932200303818,18831,Q-185 C Camp Cabin S185 REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/18831.jpg,"$74,842",283 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,Q-185 C Camp Cabin S185 REMOVED,S185
814,63.51800583333335,-150.04878878038195,19102,Toklat Ranger Station Pit Toilet B24-A,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/DENA/19102.jpg,"$7,117",18 Sq Ft,OPERATING,Comfort Station,1958,NPS,Toklat Ranger Station Pit Toilet B195,
815,64.80512257378473,-147.8598232996962,236279,Fairbanks Hangar (Lease),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/AKRO/236279.jpg,"$528,683","3,725 Sq Ft",OPERATING,Serv/Shop/Maint,unknown,NPS,Fairbanks Hangar (Lease),Fairbanks Hangar (lease)
816,64.8485708409288,-147.83605321831598,108575,G NATIONAL PARK SERVICE BLDG Fairbanks Administrative Center,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/AKRO/108575.jpg,"$4,422,359","15,000 Sq Ft",OPERATING,Administrative,unknown,NPS,Fairbanks Administrative Center,Fairbanks Administrative Center
817,59.01560990993926,-155.60394910915798,82802,KB Nonvianuk Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82802.jpg,"$110,738",336 Sq Ft,OPERATING,Administrative,1982,NPS,KB Nonvianuk Cabin,KB Nonvianuk Cabin
818,59.0156356933594,-155.6042762597656,95845,KB Nonvianuk Shower House Sauna,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95845.jpg,"$27,122",120 Sq Ft,INACTIVE,Comfort Station,1984,NPS,KB Nonvianuk Shower House Sauna,KB Nonvianuk Shower House Sauna
819,59.01563531575522,-155.60430675455729,95844,KB Nonvianuk Out House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/95844.jpg,"$18,334",36 Sq Ft,INACTIVE,Comfort Station,1984,NPS,KB Nonvianuk Shower House Sauna,KB Nonvianuk Out House
820,59.01566696614583,-155.6043318261719,82806,KB Nonvianuk Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/82806.jpg,"$45,473",180 Sq Ft,OPERATING,Shed/Outbuild,1982,NPS,KB Nonvianuk Storage Building,KB Nonvianuk Storage Building
821,58.557499712456604,-155.77866989908856,99559,BR-OH Outhouse and Thinking Seat (for Hard Sided Wall Tents),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KATM/99559.jpg,"$4,042",16 Sq Ft,OPERATING,Comfort Station,1972,NPS,BR-OH Outhouse and Thinking Seat (for Hard Sided Wall Tents),
822,66.8971227246094,-162.58708593532987,91978,Kotz Conex Storage H,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WEAR/91978.jpg,"$5,204",160 Sq Ft,OPERATING,Storage,1916,NPS,"Kotzebue Conex Storage B, C, D, E, F, G, H",
823,66.89861568142362,-162.59873522135416,91937,Kotzebue Headquarters,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WEAR/91937.jpg,"$2,351,784","4,778 Sq Ft",REMOVED,Administrative,unknown,NPS,Kotzebue Headquarters,
824,66.91570558051217,-151.5147818999566,86141,CXF - VIP Cabin Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/86141.jpg,"$6,932",64 Sq Ft,OPERATING,Comfort Station,1992,NPS,CXF - VIP Cabin Comfort Station,
825,66.9166841482205,-151.51581665690105,98815,BTTB Vault Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/98815.jpg,"$19,498",45 Sq Ft,OPERATING,Comfort Station,2006,NPS,BTTB Vault Comfort Station,
826,66.9158142111545,-151.5152343001302,86126,00000203 CXF - VIP Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/86126.jpg,"$109,403",324 Sq Ft,OPERATING,Housing-Single Family,1992,NPS,00000203 CXF - VIP Cabin,
827,66.91647445095487,-151.5155987999132,73133,MACB Generator Bldg (existing),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/73133.jpg,"$73,016",200 Sq Ft,OPERATING,Power Generating,1992,NPS,MACB Generator Bldg (existing),
828,66.91564682074653,-151.5142768999566,73132,MACB Weatherport,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/73132.jpg,"$58,970",400 Sq Ft,OPERATING,Housing-Support Bldg,1992,NPS,MACB Weatherport,
829,66.94603583007813,-156.9023696299913,101790,Dahl Creek cabin #2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/101790.jpg,"$192,419",512 Sq Ft,OPERATING,Administrative,1974,NPS,Dahl Creek cabin #2,
830,66.94595066948784,-156.90240559027777,101789,DACR-001 Dahl Creek Cabin #1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/GAAR/101789.jpg,"$192,419",512 Sq Ft,OPERATING,General Bldg,1974,NPS,Dahl Creek Cabin #1,
831,62.11041857964409,-145.54475594618054,38167,BQ GLENNALLEN DOI HOUSING A DUPLEX,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/38167.jpg,unknown,"3,998 Sq Ft",OPERATING,Housing-Multi-Unit,1995,NPS,BQ GLENNALLEN DOI HOUSING A DUPLEX,
832,61.4836566796875,-142.88744753906252,12026,BPOH KENNECOTT Store OUTHOUSE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12026.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2002,NPS,BPOH KENNECOTT Store OUTHOUSE,
833,61.484899736328146,-142.88751736653649,12015,BPKNHLX KENNECOTT GENERAL MANAGERS OFFICE,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12015.jpg,"$1,734,794","2,175 Sq Ft",OPERATING,Administrative,1907,NPS,BPKNHLX KENNECOTT GENERAL MANAGERS OFFICE,
834,61.48521427083335,-142.88544985243055,115000,Kennecott Water Equipment Shed #1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115000.jpg,"$8,129",25 Sq Ft,OPERATING,Water Treatment,1978,NPS,Kennecott Water Equipment Shed #1,
835,61.485274627821184,-142.8853162543403,115001,Kennecott Water Equipment Shed #2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/115001.jpg,"$8,129",25 Sq Ft,OPERATING,Water Treatment,1978,NPS,Kennecott Water Equipment Shed #2,
836,61.48192765407987,-142.8864024435764,81741,BPOH KENNECOTT REC HALL OUTHOUSE (Left),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/81741.jpg,"$18,911",49 Sq Ft,OPERATING,Comfort Station,2002,NPS,BPOH KENNECOTT REC HALL OUTHOUSE (Left),
837,61.48191045355901,-142.88646337456595,81737,BPOH KENNECOTT REC HALL OUTHOUSE (Right),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/81737.jpg,"$18,911",49 Sq Ft,OPERATING,Comfort Station,2002,NPS,BPOH KENNECOTT REC HALL OUTHOUSE (Right),
838,61.485905797526016,-142.88964130967884,12010,BPKNHLX KENNECOTT MACHINE SHOP,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12010.jpg,"$3,270,187","4,100 Sq Ft",OPERATING,Serv/Shop/Maint,1916,NPS,BPKNHLX KENNECOTT MACHINE SHOP,
839,61.48488700629338,-142.8882288628472,12008,BPKNHLX KENNECOTT MILL BUILDING,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12008.jpg,"$27,493,501","34,470 Sq Ft",OPERATING,Museum/Repositor,1910,NPS,BPKNHLX KENNECOTT MILL BUILDING,
840,61.43968972222223,-142.89604824869792,56663,BA MXY AIRPORT BUILDING,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/56663.jpg,"$415,206",864 Sq Ft,OPERATING,General Bldg,2000,NPS,BA MXY AIRPORT BUILDING,
841,61.432166719835095,-142.91922708116317,56660,BQ MXY Herbin McCarthy Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/56660.jpg,unknown,294 Sq Ft,OPERATING,Housing-Single Family,1997,NPS,BQ MXY Herbin McCarthy Cabin,
842,61.43223062608507,-142.9190894238281,114994,McCarthy Cabin Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/114994.jpg,unknown,64 Sq Ft,OPERATING,Housing-Support Bldg,2002,NPS,McCarthy Cabin Outhouse,
843,61.43686672417533,-142.96454675021704,12023,BPOH MXY MCCARTHY ROAD INFO STATION OUTHOUSE (Left),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12023.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2002,NPS,BPOH MXY MCCARTHY ROAD INFO STATION OUTHOUSE (Left),
844,61.43692687717015,-142.96449577907987,12024,BPOH MXY MCCARTHY ROAD INFO STATION OUTHOUSE (Right),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/WRST/12024.jpg,"$24,700",64 Sq Ft,OPERATING,Comfort Station,2002,NPS,BPOH MXY MCCARTHY ROAD INFO STATION OUTHOUSE (Right),
