Number,Latitude,Longitude,Title,Short_Desc,Image_Url,Cost,Size,Status,Category,Date,Occupant,Name,ParkName
845,64.77717722005207,-141.15511264105902,73301,EAPB Covered Boat Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73301.jpg,"$353,402","1,500 Sq Ft",OPERATING,Shed/Outbuild,1978,NPS,EAPB Covered Boat Storage,
846,64.77718478081596,-141.15557626627606,73299,EAPB Lumber Storage Bldg,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73299.jpg,"$135,706",576 Sq Ft,OPERATING,Storage,1978,NPS,EAPB Lumber Storage Bldg,
847,64.77718226888021,-141.1557510839844,77911,00000004 EAPB Cabin #4,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/77911.jpg,"$47,475",155 Sq Ft,OPERATING,Housing-Single Family,2000,NPS,00000004 EAPB Cabin #4,
848,64.77713115234377,-141.15575047417536,77913,00000003EAPB Cabin #3 - REMOVED,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/77913.jpg,"$41,150",155 Sq Ft,REMOVED,Housing-Single Family,unknown,NPS,00000003EAPB Cabin #3,
849,64.79017882486977,-141.20351546332466,73155,EHQB Visitor Center,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73155.jpg,"$643,330",792 Sq Ft,OPERATING,Visitor Cont Sta,1978,NPS,EHQB Visitor Center,
850,64.79021693142363,-141.2031982432726,73153,EHQB (H) Garage/Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73153.jpg,"$511,023",724 Sq Ft,OPERATING,Storage,1930,NPS,EHQB (H) Garage/Shed,
851,64.79042390190972,-141.2034413921441,73156,EHQB (H) BackCountry Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73156.jpg,"$50,889",216 Sq Ft,OPERATING,Storage,1930,NPS,EHQB (H) BackCountry Cache,
852,64.79027902886287,-141.20240196940102,73151,EHQB (H) Headquarters,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73151.jpg,"$494,301","1,010 Sq Ft",OPERATING,Administrative,1930,NPS,EHQB (H) Headquarters,
853,64.79011600585937,-141.20371567165796,73154,EHQB VC Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73154.jpg,"$311,694",544 Sq Ft,OPERATING,Comfort Station,2004,NPS,EHQB VC Comfort Station,
854,65.35066222222224,-143.1226363888889,75531,YURI-STR-040D (H) Slaven Roadhouse Greenhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75531.jpg,"$27,659",144 Sq Ft,OPERATING,Visitor/Interp,1930,NPS,YURI-STR-040D (H) Slaven Roadhouse Greenhouse,
855,65.35022245117187,-143.122393937717,75573,YURI-STR-040F (H) Slaven Roadhouse Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75573.jpg,"$9,826",25 Sq Ft,OPERATING,Comfort Station,1930,NPS,YURI-STR-040F (H) Slaven Roadhouse Comfort Station,
856,65.35042876736111,-143.1226675564236,75528,YURI-STR-040A (H) Frank Slaven Roadhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75528.jpg,"$1,153,446","1,420 Sq Ft",OPERATING,Visitor Cont Sta,1930,NPS,YURI-STR-040A (H) Frank Slaven Roadhouse,
857,65.35065585069447,-143.12236429796008,75572,YURI-STR-040C (H) Slaven Roadhouse Meat Cache,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75572.jpg,"$28,272",120 Sq Ft,OPERATING,Visitor/Interp,1940,NPS,YURI-STR-040C (H) Slaven Roadhouse Meat Cache,
858,65.3506783723958,-143.12244767035588,75581,YURI-STR-040E (H) Slaven Roadhouse Smokehouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75581.jpg,"$2,120",9 Sq Ft,OPERATING,Visitor/Interp,1930,NPS,YURI-STR-040E (H) Slaven Roadhouse Smokehouse,
859,65.35002222222221,-143.12506777777776,75533,YURI-STR-063A Slaven Public Use Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75533.jpg,"$119,999",352 Sq Ft,OPERATING,Lodging,1994,NPS,YURI-STR-063A Slaven Public Use Cabin,
860,65.35010046332468,-143.12541703559026,75548,YURI-STR-063B Slaven Public Use Comfort Station,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75548.jpg,"$18,866",48 Sq Ft,OPERATING,Comfort Station,1994,NPS,YURI-STR-063B Slaven Public Use Comfort Station,
861,65.35010080620657,-143.12176867513023,75530,YURI-STR-040B (H) Slaven Roadhouse Garage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/75530.jpg,"$99,350",300 Sq Ft,OPERATING,Administrative,1930,NPS,YURI-STR-040B (H) Slaven Roadhouse Garage,
862,65.30492144856771,-143.15359673719615,73322,COCR-STR--022-17 Privy,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73322.jpg,"$28,299",72 Sq Ft,OPERATING,Housing-Support Bldg,1934,NPS,,
863,65.30495062065972,-143.1530949110243,73334,COCR-STR--022-016- Greenhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73334.jpg,"$18,247",95 Sq Ft,OPERATING,Administrative,1936,NPS,,
864,64.77728958333336,-141.15525385850697,73159,EAPB Hangar,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73159.jpg,"$521,592","1,575 Sq Ft",OPERATING,Serv/Shop/Maint,1978,NPS,EAPB Hangar,
865,64.77721639431422,-141.15528449869794,73303,EAPB Flammable Liquid Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73303.jpg,"$59,659",92 Sq Ft,OPERATING,Storage,1978,NPS,EAPB Flammable Liquid Storage,
866,64.77731538194445,-141.1556258561198,73295,EAPB Warehouse and Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73295.jpg,"$262,286",792 Sq Ft,OPERATING,Warehouse,1978,NPS,EAPB Warehouse and Shop,
867,64.77723676106768,-141.15576007486982,77909,00000003 EAPB Cabin #3,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/77909.jpg,"$47,475",155 Sq Ft,OPERATING,Housing-Single Family,2000,NPS,00000003 EAPB Cabin #3,
868,65.3052890527344,-143.15315497612846,73316,00002206 COCR-STR--022-06 Bunk Bdg #6-Lyman,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73316.jpg,"$98,014",320 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-06 Bunk Bdg #6-Lyman,
869,65.30520129557294,-143.15350984700518,73324,COCR-STR--022-07 Lab Bldg-Juneby,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73324.jpg,"$325,449",384 Sq Ft,OPERATING,Laboratory,1934,NPS,COCR-STR--022-07 Lab Bldg-Juneby,
870,65.30421715494793,-143.15597055121526,244453,COCR-STR Woodshed/Hazardous Materials Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/244453.jpg,unknown,240 Sq Ft,NOT READY, ,unknown,NPS,COCR-STR--022-17 Privy,
871,65.30515057291666,-143.15386922743056,73325,COCR-STR--022-10 Tool shed/Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73325.jpg,"$91,884",390 Sq Ft,OPERATING,Shed/Outbuild,1934,NPS,COCR-STR--022-10 Tool shed/Storage,
872,65.30505919596357,-143.15428265733505,73335,COCR-STR-022-019 (H) Mess Hall-Hall,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73335.jpg,"$913,010","1,124 Sq Ft",OPERATING,Housing-Support Bldg,1934,NPS,COCR-STR-022-019 (H) Mess Hall-Hall,
873,65.30493115559898,-143.1543523546007,73336,COCR-STR--020 (H) Laundry/Shower,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73336.jpg,"$88,254",280 Sq Ft,OPERATING,Housing-Support Bldg,1935,NPS,COCR-STR--020 (H) Laundry/Shower,
874,65.30532939995658,-143.1544304361979,73320,00002211 COCR-STR--022-11 Bunk Bdg #11-Paul,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73320.jpg,"$73,511",240 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-11 Bunk Bdg #11-Paul,
875,65.30525786132813,-143.15468433051217,73327,COCR-STR--022-12 (H) Office,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73327.jpg,"$137,034",280 Sq Ft,OPERATING,Administrative,1935,NPS,COCR-STR--022-12 (H) Office,
876,65.3053429155816,-143.15488654947916,73329,COCR-STR--022-13 (H) Assay Office,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73329.jpg,"$140,949",288 Sq Ft,OPERATING,Administrative,1936,NPS,COCR-STR--022-13 (H) Assay Office,
877,65.30605721354169,-143.15577858940975,73332,COCR Generator Bldg-15 (Log),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73332.jpg,"$39,740",120 Sq Ft,OPERATING,Power Generating,1970,NPS,COCR Generator Bldg-15 (Log),
878,65.30411446723087,-143.15607653537324,73318,COCR- STR Woodshed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73318.jpg,"$218,662",240 Sq Ft,OPERATING,Storage,1950,NPS,COCR- STR Woodshed,
879,65.30402433919272,-143.15562625868057,73338,COCR-STR-022-024(H) Paint Shed Bldg 24,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73338.jpg,"$12,958",55 Sq Ft,OPERATING,Shed/Outbuild,1935,NPS,COCR-STR-022-024(H) Paint Shed Bldg 24,
880,65.30404637044273,-143.15548845377606,79083,COCR-Quonset Hut,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/79083.jpg,"$245,452",720 Sq Ft,OPERATING,Storage,1951,NPS,COCR-Quonset Hut,
881,65.30382385525172,-143.1551595203993,73340,COCR-STR--026 (H) Machine Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73340.jpg,"$1,048,579","1,078 Sq Ft",OPERATING,Serv/Shop/Maint,1950,NPS,COCR-STR--026 (H) Machine Shop,
882,65.30508698459204,-143.15607246093748,73321,00002221 COCR-STR--022-21 Bunk Bdg #21-Edmunson,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73321.jpg,"$212,970",750 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-21 Bunk Bdg #21-Edmunson,
883,65.30518493815106,-143.15587743923612,99329,COCR-STR Incinerator Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/99329.jpg,"$33,116",100 Sq Ft,OPERATING,Shed/Outbuild,2004,NPS,COCR-STR Incinerator Shed,
884,65.30763031032984,-143.14135073893232,73319,Snowmobile Storage - Airstrip,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73319.jpg,"$265,222",300 Sq Ft,OPERATING,Storage,1950,NPS,Snowmobile Storage - Airstrip,
885,65.30758259223091,-143.14158279947918,73661,CoCAB Aviation Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73661.jpg,"$121,099",514 Sq Ft,OPERATING,Storage,1950,NPS,CoCAB Aviation Shed,
886,65.30546756184896,-143.15185277560767,73308,00002201 COCR-STR--022-01 Bunk Bdg #1-Shields,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73308.jpg,"$66,160",216 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-01 Bunk Bdg #1-Shields,
887,65.30543591579863,-143.15209141927085,73312,00002202 COCR-STR--022-02 Bunk Bdg #2-David,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73312.jpg,"$73,511",240 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-02 Bunk Bdg #2-David,
888,65.3053856456163,-143.15240073784724,73313,00002203 COCR-STR--022-03 Bunk Bdg #3-Malcolm,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73313.jpg,"$66,160",216 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-03 Bunk Bdg #3-Malcolm,
889,65.30560160698786,-143.15297216471356,73314,COCR-STR--022-04 Bunk Bdg #4-Berail,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/YUCH/73314.jpg,"$66,160",216 Sq Ft,OPERATING,Housing-Single Family,1934,NPS,COCR-STR--022-04 Bunk Bdg #4-Berail,
890,64.50148297634547,-165.41166821072048,42605,00BUNK01 Bunk House--Nome,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42605.jpg,"$1,343,617","4,592 Sq Ft",OPERATING,Housing-Multi-Unit,1997,NPS,00BUNK01 Bunk House--Nome,
891,64.5011895388455,-165.41091396918404,42604,00000500 Warren,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42604.jpg,"$338,534","1,368 Sq Ft",OPERATING,Housing-Single Family,1943,NPS,00000002 500 Warren,
892,64.4996632096354,-165.39686875976562,42600,00000211 E Fifth,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42600.jpg,"$344,631","1,411 Sq Ft",OPERATING,Housing-Single Family,1943,NPS,00000001 211 E Fifth,
893,64.49957880750867,-165.39771018337674,58915,Duplex 205 Garage/Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/58915.jpg,"$178,670",528 Sq Ft,OPERATING,Housing-Support Bldg,1994,NPS,Duplex 205 Garage/Storage,
894,64.49969643337676,-165.39828528754342,58896,Duplex 203 Garage/Storage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/58896.jpg,"$178,670",528 Sq Ft,OPERATING,Housing-Support Bldg,1994,NPS,Duplex 203 Garage/Storage,
895,64.49987824327258,-165.39808871202257,42596,"Duplex 203 A, B",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42596.jpg,"$1,055,436","2,950 Sq Ft",OPERATING,Housing-Multi-Unit,1994,NPS,"Duplex 203 A, B",
896,64.49975917426218,-165.39751011067708,42599,"Duplex 205 A, B",http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42599.jpg,"$1,022,435","2,736 Sq Ft",OPERATING,Housing-Multi-Unit,1994,NPS,"Duplex 205 A, B",
897,64.49950958767363,-165.39601249131945,91943,Dogyard Haz Mat Locker,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/91943.jpg,"$36,362",140 Sq Ft,OPERATING,Storage,1990,NPS,Dogyard Haz Mat Locker,
898,64.4978340549045,-165.40822476996527,91942,Nome VC and Headquarters,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/91942.jpg,"$2,131,135","3,950 Sq Ft",OPERATING,Administrative,unknown,NPS,Nome VC and Headquarters,
899,64.50046000108506,-165.41516,42607,Shop and Warehouse (Tri-M),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/42607.jpg,"$1,553,435","4,255 Sq Ft",OPERATING,Warehouse,unknown,NPS,Shop and Warehouse,
900,65.85182436089411,-164.69886524739584,58892,REMOVED Serpentine Hot Springs Bath House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/58892.jpg,"$210,288",576 Sq Ft,REMOVED,General Bldg,1985,NPS,Serpentine Hot Springs Bath House,
901,65.85194428602432,-164.69920122721354,58891,Serpentine Hot Springs Bunkhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/58891.jpg,"$624,521",960 Sq Ft,OPERATING,Lodging,1948,NPS,Serpentine Hot Springs Bunkhouse,
902,65.85143888888888,-164.69986557291668,58893,Serpentine Hot Springs Outhouse,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/58893.jpg,"$6,932",16 Sq Ft,OPERATING,Comfort Station,1998,NPS,Serpentine Hot Springs Outhouse,
903,65.87718000000001,-166.77314,232162,Nuluk Shelter Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/232162.jpg,"$97,247",288 Sq Ft,OPERATING,Housing-Single Family,1980,NPS,Nuluk Shelter Cabin,
904,65.95927999999998,-166.13048,232126,Ear Mountain Shelter Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/232126.jpg,"$97,247",288 Sq Ft,OPERATING,Housing-Single Family,1980,NPS,Ear Mountain Shelter Cabin,
905,66.03776297851562,-165.1354366688368,232129,Grayling Creek Shelter Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/232129.jpg,"$97,247",288 Sq Ft,OPERATING,Housing-Single Family,1980,NPS,Grayling Creek Shelter Cabin,
906,66.02139,-163.92909,55739,Goodhope River Reindeer Cabin #1,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/55739.jpg,"$105,229",280 Sq Ft,OPERATING,Housing-Single Family,1938,NPS,Goodhope River Reindeer Cabin #1,
907,66.021715500217,-163.92964199978297,230799,Goodhope River Reindeer Cabin #2,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/230799.jpg,unknown,140 Sq Ft,OPERATING,Lodging,1960,NPS,Goodhope River Reindeer Cabin #2,
908,65.7936964908854,-163.6091370062934,55738,Cottonwood Creek Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/BELA/55738.jpg,"$75,539",201 Sq Ft,OPERATING,Housing-Single Family,1917,NPS,Cottonwood Creek Cabin,
909,59.46186289822049,-135.30944957465277,68692,Duplex Garage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68692.jpg,"$116,444",384 Sq Ft,OPERATING,Warehouse,1979,NPS,Duplex Garage,
910,59.45546674804689,-135.3147280761719,68542,Boss Bakery,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68542.jpg,"$887,146",987 Sq Ft,OPERATING,Retail Store,1976,NPS,Boss Bakery (1897),
911,59.45534610026044,-135.31387207899303,68697,Peniel Garage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68697.jpg,"$275,948",910 Sq Ft,OPERATING,Warehouse,1975,NPS,Peniel Mission Garage,
912,59.45512775282117,-135.31392093315975,68648,Captain William Moore Cabin,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68648.jpg,"$129,896",255 Sq Ft,OPERATING,Museum/Repositor,1976,NPS,Captain William Moore Cabin (1887),
913,59.45499382921008,-135.31381303819444,68647,James Bernard (Ben) Moore House,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68647.jpg,"$1,850,802","1,660 Sq Ft",OPERATING,Museum/Repositor,1976,NPS,J. Bernard Moore House (1897),
914,59.45478560004341,-135.31680088867188,88521,Red Front,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/88521.jpg,"$1,720,072","2,554 Sq Ft",OPERATING,Retail Store,2000,NPS,Red Front,
915,59.45480592990452,-135.31358107747394,68638,Moore House Outbuilding  B (Auto Shed),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68638.jpg,"$99,653",220 Sq Ft,OPERATING,Barn/Stable,1900,NPS,Moore House Auto Shed,
916,59.454460029296854,-135.31651209309894,68653,Lynch & Kennedy Haberdashery & Dry Goods Store,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68653.jpg,"$3,156,696","3,512 Sq Ft",OPERATING,Retail Store,1900,NPS,Lynch and Kennedy Dry Goods Store (1908),
917,59.454051812065984,-135.31724446614584,68651,Mascot Saloon,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68651.jpg,"$4,181,029","3,750 Sq Ft",OPERATING,Museum/Repositor,1976,NPS,Mascot Saloon (1898),
918,59.45394383246526,-135.31767835828992,68543,Verbauwhedes Cigar Store and Confectionary,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68543.jpg,"$620,193",690 Sq Ft,OPERATING,Retail Store,1976,NPS,Verbauwhedes Cigar Store and Confectionary,
919,59.45376999023438,-135.3191196234809,108751,Jeff. Smith's Parlor Museum Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/108751.jpg,"$1,277,593",990 Sq Ft,OPERATING,Museum/Repositor,1976,NPS,Jeff Smith's Parlor (1897),
920,59.453486011284724,-135.31849319227433,68537,White Pass Depot Visitor Center,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68537.jpg,"$4,583,175","6,162 Sq Ft",OPERATING,Visitor/Interp,1976,NPS,Visitor Center/Park Headquarters and White Pass and Yukon Route Railroad Depot (1898),
921,59.4533857389323,-135.31832584418402,68538,White Pass Admin. Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68538.jpg,"$5,970,038","6,642 Sq Ft",OPERATING,Administrative,1900,NPS,White Pass and Yukon Route Railroad General Offices (1900) and NPS Museum,
922,59.45523553059894,-135.32283148871528,68668,Maintenance Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68668.jpg,"$3,353,407","5,564 Sq Ft",OPERATING,Serv/Shop/Maint,1994,NPS,Maintenance Shop,
923,59.4551001139323,-135.32238627061633,68672,Maintenance Cold Storage A,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68672.jpg,"$402,123","1,864 Sq Ft",OPERATING,Storage,1994,NPS,Maintenance Cold Storage A,
924,59.46169322482638,-135.3092712217882,68688,Admin Site Dorm QMIS#00000006,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68688.jpg,"$432,821","2,336 Sq Ft",OPERATING,Housing-Multi-Unit,1994,NPS,Admin Site Dorm,
925,59.46496576931423,-135.30182870876735,115476,The Cedar House QMIS#00000008,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/115476.jpg,"$338,217","1,238 Sq Ft",OPERATING,Housing-Multi-Unit,2008,NPS,The Cedar House,
926,59.45551863715275,-135.3146524674479,68657,Goldberg Cigar Store,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68657.jpg,"$257,270",382 Sq Ft,OPERATING,General Bldg,1976,NPS,Goldberg Cigar Store (1897),
927,59.5199472612847,-135.35009415690104,68731,Kalvick Garage - Dyea,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68731.jpg,"$82,840",384 Sq Ft,OPERATING,Serv/Shop/Maint,1974,NPS,Kalvick Garage,
928,59.455180291883664,-135.31449719075522,94457,Frye-Bruhn Cold Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/94457.jpg,"$634,089",990 Sq Ft,OPERATING,Shed/Outbuild,1903,NPS,Kirmse Jewelry Store (1904),
929,59.45541778971352,-135.322308484158,100314,Curatorial Storage Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/100314.jpg,"$1,806,204","1,620 Sq Ft",OPERATING,Museum/Repositor,2006,NPS,Curatorial Storage Building,
930,59.453997327473985,-135.31758031141493,68540,Boas Tailor & Furrier Shop,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68540.jpg,"$1,466,893","1,632 Sq Ft",OPERATING,Retail Store,1976,NPS,Boas Tailor and Furrier (1899),
931,59.45606755425348,-135.31705340928818,108753,Arctic Meat Company,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/108753.jpg,"$3,252,678","2,948 Sq Ft",OPERATING,Cultural Center,1976,NPS,Arctic Meat Company,
932,59.45597607747396,-135.31720568359373,228477,YMCA Building,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/228477.jpg,"$1,405,745","1,890 Sq Ft",OPERATING,Cultural Center,1976,NPS,YMCA Building,
933,59.45534761935767,-135.31351770399306,68547,Peniel Mission QMIS#00000001,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68547.jpg,"$971,622","2,113 Sq Ft",OPERATING,Housing-Multi-Unit,1900,NPS,Peniel Mission (1900),
934,59.45492970377603,-135.31360454644096,68642,Moore House Outbuilding  A (Chicken Coop),http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68642.jpg,"$145,464",231 Sq Ft,OPERATING,Equip/Vehicle,1976,NPS,Moore House Chicken Coop,
935,59.45483580295138,-135.31671989474825,68631,Pantheon Saloon,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68631.jpg,"$1,528,130","2,269 Sq Ft",OPERATING,Retail Store,1976,NPS,Pantheon Saloon (1903),
936,59.454036150173636,-135.31738653320315,68636,Pacific Clipper Line Office,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68636.jpg,"$1,444,475","2,414 Sq Ft",OPERATING,Retail Store,1976,NPS,Pacific Clipper Line Office (1898),
937,59.454044282769075,-135.31749491970487,68655,Hern Liquor Store,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68655.jpg,"$386,497",430 Sq Ft,OPERATING,Retail Store,1937,NPS,Hern Liquor Store (1937),
938,59.45527599175347,-135.32240516167536,68676,Maintenance Garage,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68676.jpg,"$473,054","1,560 Sq Ft",OPERATING,Serv/Shop/Maint,1994,NPS,Maintenance Garage,
939,59.5202106065538,-135.3498134657118,68725,Kalvick Bunkhouse QMIS#00000007,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68725.jpg,"$78,212",477 Sq Ft,OPERATING,Housing-Single Family,1975,NPS,Kalvick Bunkhouse,
940,59.520241107855895,-135.3502300217014,68718,Kalvick House QMIS#00000005,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/68718.jpg,"$369,866","1,470 Sq Ft",OPERATING,Housing-Single Family,1975,NPS,Kalvick House,
941,59.45393415690103,-135.31736106987847,232875,Mascot Saloon Complex Valve Pit Shed,http://akrgis.nps.gov/apps/bldgs/photos/thumbs/KLGO/232875.jpg,"$32,143",106 Sq Ft,OPERATING,Pump/Well House,2010,NPS,Mascot Saloon Complex Valve Pit Shed,
